"Step","00_ablation_policy_32_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h04m46s - successes/time","00_ablation_policy_32_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h04m46s - successes/time__MIN","00_ablation_policy_32_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h04m46s - successes/time__MAX","00_ablation_32_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h03m00s - successes/time","00_ablation_32_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h03m00s - successes/time__MIN","00_ablation_32_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h03m00s - successes/time__MAX","00_ablation_32_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h01m18s - successes/time","00_ablation_32_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h01m18s - successes/time__MIN","00_ablation_32_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h01m18s - successes/time__MAX","00_ablation_policy_32_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h59m09s - successes/time","00_ablation_policy_32_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h59m09s - successes/time__MIN","00_ablation_policy_32_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h59m09s - successes/time__MAX","00_ablation_32_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h54m54s - successes/time","00_ablation_32_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h54m54s - successes/time__MIN","00_ablation_32_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h54m54s - successes/time__MAX"
"1014","0.4283854365348816","0.4283854365348816","0.4283854365348816","0.1875","0.1875","0.1875","0.17578125","0.17578125","0.17578125","","","","0.1276041716337204","0.1276041716337204","0.1276041716337204"
"1015","0.4361979365348816","0.4361979365348816","0.4361979365348816","0.1875","0.1875","0.1875","0.1770833432674408","0.1770833432674408","0.1770833432674408","0.1692708432674408","0.1692708432674408","0.1692708432674408","0.1302083432674408","0.1302083432674408","0.1302083432674408"
"1016","","","","0.1979166716337204","0.1979166716337204","0.1979166716337204","0.1783854216337204","0.1783854216337204","0.1783854216337204","","","","","",""
"1017","0.4375","0.4375","0.4375","0.2005208432674408","0.2005208432674408","0.2005208432674408","","","","0.1653645932674408","0.1653645932674408","0.1653645932674408","0.1341145932674408","0.1341145932674408","0.1341145932674408"
"1018","","","","","","","0.1744791716337204","0.1744791716337204","0.1744791716337204","0.1705729216337204","0.1705729216337204","0.1705729216337204","","",""
"1019","0.4361979365348816","0.4361979365348816","0.4361979365348816","","","","0.1783854216337204","0.1783854216337204","0.1783854216337204","","","","0.1315104216337204","0.1315104216337204","0.1315104216337204"
"1020","0.4231770932674408","0.4231770932674408","0.4231770932674408","","","","0.18359375","0.18359375","0.18359375","0.1731770932674408","0.1731770932674408","0.1731770932674408","0.1236979216337204","0.1236979216337204","0.1236979216337204"
"1021","0.4231770932674408","0.4231770932674408","0.4231770932674408","0.2057291716337204","0.2057291716337204","0.2057291716337204","0.1809895932674408","0.1809895932674408","0.1809895932674408","","","","0.1276041716337204","0.1276041716337204","0.1276041716337204"
"1022","0.4322916865348816","0.4322916865348816","0.4322916865348816","","","","0.17578125","0.17578125","0.17578125","0.1653645932674408","0.1653645932674408","0.1653645932674408","0.1223958358168602","0.1223958358168602","0.1223958358168602"
"1023","0.4270833432674408","0.4270833432674408","0.4270833432674408","0.1979166716337204","0.1979166716337204","0.1979166716337204","","","","0.1653645932674408","0.1653645932674408","0.1653645932674408","0.1223958358168602","0.1223958358168602","0.1223958358168602"
"1024","0.43359375","0.43359375","0.43359375","","","","0.1927083432674408","0.1927083432674408","0.1927083432674408","0.1692708432674408","0.1692708432674408","0.1692708432674408","0.1197916716337204","0.1197916716337204","0.1197916716337204"
"1025","0.42578125","0.42578125","0.42578125","","","","0.1966145932674408","0.1966145932674408","0.1966145932674408","0.1796875","0.1796875","0.1796875","0.12109375","0.12109375","0.12109375"
"1026","0.4283854365348816","0.4283854365348816","0.4283854365348816","0.2135416716337204","0.2135416716337204","0.2135416716337204","","","","0.1770833432674408","0.1770833432674408","0.1770833432674408","0.1171875","0.1171875","0.1171875"
"1027","0.4296875","0.4296875","0.4296875","","","","0.20703125","0.20703125","0.20703125","0.1809895932674408","0.1809895932674408","0.1809895932674408","0.1341145932674408","0.1341145932674408","0.1341145932674408"
"1028","","","","","","","0.2083333432674408","0.2083333432674408","0.2083333432674408","","","","0.1302083432674408","0.1302083432674408","0.1302083432674408"
"1029","0.4283854365348816","0.4283854365348816","0.4283854365348816","0.203125","0.203125","0.203125","","","","","","","","",""
"1030","","","","","","","0.19921875","0.19921875","0.19921875","0.1953125","0.1953125","0.1953125","0.14453125","0.14453125","0.14453125"
"1031","","","","0.1927083432674408","0.1927083432674408","0.1927083432674408","0.1979166716337204","0.1979166716337204","0.1979166716337204","0.1901041716337204","0.1901041716337204","0.1901041716337204","0.1432291716337204","0.1432291716337204","0.1432291716337204"
"1032","","","","0.1966145932674408","0.1966145932674408","0.1966145932674408","0.1888020932674408","0.1888020932674408","0.1888020932674408","0.1966145932674408","0.1966145932674408","0.1966145932674408","0.13671875","0.13671875","0.13671875"
"1033","0.4518229365348816","0.4518229365348816","0.4518229365348816","","","","0.1966145932674408","0.1966145932674408","0.1966145932674408","","","","0.1432291716337204","0.1432291716337204","0.1432291716337204"
"1034","0.4427083432674408","0.4427083432674408","0.4427083432674408","","","","0.2083333432674408","0.2083333432674408","0.2083333432674408","","","","0.1484375","0.1484375","0.1484375"
"1035","0.4505208432674408","0.4505208432674408","0.4505208432674408","","","","0.2135416716337204","0.2135416716337204","0.2135416716337204","0.1848958432674408","0.1848958432674408","0.1848958432674408","0.1432291716337204","0.1432291716337204","0.1432291716337204"
"1036","","","","","","","0.2213541716337204","0.2213541716337204","0.2213541716337204","0.2005208432674408","0.2005208432674408","0.2005208432674408","","",""
"1037","","","","0.234375","0.234375","0.234375","0.2265625","0.2265625","0.2265625","0.2109375","0.2109375","0.2109375","0.1432291716337204","0.1432291716337204","0.1432291716337204"
"1038","0.4739583432674408","0.4739583432674408","0.4739583432674408","","","","0.2239583432674408","0.2239583432674408","0.2239583432674408","0.2200520932674408","0.2200520932674408","0.2200520932674408","","",""
"1039","0.48046875","0.48046875","0.48046875","0.234375","0.234375","0.234375","0.2213541716337204","0.2213541716337204","0.2213541716337204","0.2278645932674408","0.2278645932674408","0.2278645932674408","0.1380208432674408","0.1380208432674408","0.1380208432674408"
"1040","0.4947916865348816","0.4947916865348816","0.4947916865348816","0.2395833432674408","0.2395833432674408","0.2395833432674408","0.2174479216337204","0.2174479216337204","0.2174479216337204","0.2447916716337204","0.2447916716337204","0.2447916716337204","0.14453125","0.14453125","0.14453125"
"1041","0.5013021230697632","0.5013021230697632","0.5013021230697632","0.2447916716337204","0.2447916716337204","0.2447916716337204","0.2265625","0.2265625","0.2265625","0.2552083432674408","0.2552083432674408","0.2552083432674408","0.1471354216337204","0.1471354216337204","0.1471354216337204"
"1042","0.5013021230697632","0.5013021230697632","0.5013021230697632","0.2552083432674408","0.2552083432674408","0.2552083432674408","0.2239583432674408","0.2239583432674408","0.2239583432674408","","","","","",""
"1043","0.4908854365348816","0.4908854365348816","0.4908854365348816","","","","0.21875","0.21875","0.21875","","","","0.1458333432674408","0.1458333432674408","0.1458333432674408"
"1044","","","","","","","0.2252604216337204","0.2252604216337204","0.2252604216337204","0.26171875","0.26171875","0.26171875","0.14453125","0.14453125","0.14453125"
"1045","","","","0.2369791716337204","0.2369791716337204","0.2369791716337204","0.2265625","0.2265625","0.2265625","0.2734375","0.2734375","0.2734375","0.13671875","0.13671875","0.13671875"
"1046","","","","0.2421875","0.2421875","0.2421875","0.2200520932674408","0.2200520932674408","0.2200520932674408","0.2721354365348816","0.2721354365348816","0.2721354365348816","0.1276041716337204","0.1276041716337204","0.1276041716337204"
"1047","0.5104166865348816","0.5104166865348816","0.5104166865348816","0.2252604216337204","0.2252604216337204","0.2252604216337204","0.2200520932674408","0.2200520932674408","0.2200520932674408","","","","0.13671875","0.13671875","0.13671875"
"1048","0.51953125","0.51953125","0.51953125","","","","0.23828125","0.23828125","0.23828125","0.2799479365348816","0.2799479365348816","0.2799479365348816","0.13671875","0.13671875","0.13671875"
"1049","0.5260416865348816","0.5260416865348816","0.5260416865348816","0.20703125","0.20703125","0.20703125","0.22265625","0.22265625","0.22265625","0.2734375","0.2734375","0.2734375","","",""
"1050","","","","0.21484375","0.21484375","0.21484375","0.2265625","0.2265625","0.2265625","0.265625","0.265625","0.265625","0.1263020932674408","0.1263020932674408","0.1263020932674408"
"1051","0.5416666865348816","0.5416666865348816","0.5416666865348816","0.2265625","0.2265625","0.2265625","0.2356770932674408","0.2356770932674408","0.2356770932674408","0.2578125","0.2578125","0.2578125","0.12109375","0.12109375","0.12109375"
"1052","0.5455729365348816","0.5455729365348816","0.5455729365348816","","","","0.23046875","0.23046875","0.23046875","0.2630208432674408","0.2630208432674408","0.2630208432674408","0.1263020932674408","0.1263020932674408","0.1263020932674408"
"1053","0.5598958730697632","0.5598958730697632","0.5598958730697632","0.23828125","0.23828125","0.23828125","0.2265625","0.2265625","0.2265625","","","","","",""
"1054","0.5572916865348816","0.5572916865348816","0.5572916865348816","0.2369791716337204","0.2369791716337204","0.2369791716337204","0.2356770932674408","0.2356770932674408","0.2356770932674408","0.2630208432674408","0.2630208432674408","0.2630208432674408","0.1184895858168602","0.1184895858168602","0.1184895858168602"
"1055","0.58203125","0.58203125","0.58203125","0.234375","0.234375","0.234375","0.2330729216337204","0.2330729216337204","0.2330729216337204","","","","0.1223958358168602","0.1223958358168602","0.1223958358168602"
"1056","0.5950521230697632","0.5950521230697632","0.5950521230697632","0.2643229365348816","0.2643229365348816","0.2643229365348816","0.2421875","0.2421875","0.2421875","0.265625","0.265625","0.265625","0.12109375","0.12109375","0.12109375"
"1057","0.6002604365348816","0.6002604365348816","0.6002604365348816","0.24609375","0.24609375","0.24609375","0.234375","0.234375","0.234375","","","","0.1158854216337204","0.1158854216337204","0.1158854216337204"
"1058","0.59375","0.59375","0.59375","0.26171875","0.26171875","0.26171875","","","","0.2643229365348816","0.2643229365348816","0.2643229365348816","","",""
"1059","0.5924479365348816","0.5924479365348816","0.5924479365348816","0.26171875","0.26171875","0.26171875","","","","0.26171875","0.26171875","0.26171875","0.1184895858168602","0.1184895858168602","0.1184895858168602"
"1060","","","","0.2630208432674408","0.2630208432674408","0.2630208432674408","0.23046875","0.23046875","0.23046875","0.2799479365348816","0.2799479365348816","0.2799479365348816","0.12109375","0.12109375","0.12109375"
"1061","0.6067708730697632","0.6067708730697632","0.6067708730697632","","","","0.2395833432674408","0.2395833432674408","0.2395833432674408","0.2760416865348816","0.2760416865348816","0.2760416865348816","0.12109375","0.12109375","0.12109375"
"1062","0.60546875","0.60546875","0.60546875","0.2682291865348816","0.2682291865348816","0.2682291865348816","0.234375","0.234375","0.234375","0.2708333432674408","0.2708333432674408","0.2708333432674408","0.1236979216337204","0.1236979216337204","0.1236979216337204"
"1063","","","","0.2734375","0.2734375","0.2734375","0.2200520932674408","0.2200520932674408","0.2200520932674408","","","","","",""
"1064","","","","","","","0.2486979216337204","0.2486979216337204","0.2486979216337204","0.2604166865348816","0.2604166865348816","0.2604166865348816","0.1236979216337204","0.1236979216337204","0.1236979216337204"
"1065","","","","0.2734375","0.2734375","0.2734375","","","","0.26953125","0.26953125","0.26953125","0.1263020932674408","0.1263020932674408","0.1263020932674408"
"1066","0.5963541865348816","0.5963541865348816","0.5963541865348816","0.26953125","0.26953125","0.26953125","0.25","0.25","0.25","0.2591145932674408","0.2591145932674408","0.2591145932674408","0.1197916716337204","0.1197916716337204","0.1197916716337204"
"1067","","","","0.265625","0.265625","0.265625","","","","0.2643229365348816","0.2643229365348816","0.2643229365348816","","",""
"1068","0.6236979365348816","0.6236979365348816","0.6236979365348816","0.2630208432674408","0.2630208432674408","0.2630208432674408","0.26171875","0.26171875","0.26171875","","","","0.1315104216337204","0.1315104216337204","0.1315104216337204"
"1069","0.6263021230697632","0.6263021230697632","0.6263021230697632","0.2630208432674408","0.2630208432674408","0.2630208432674408","","","","0.2682291865348816","0.2682291865348816","0.2682291865348816","0.1263020932674408","0.1263020932674408","0.1263020932674408"
"1070","0.640625","0.640625","0.640625","0.2708333432674408","0.2708333432674408","0.2708333432674408","0.28125","0.28125","0.28125","0.2669270932674408","0.2669270932674408","0.2669270932674408","0.1302083432674408","0.1302083432674408","0.1302083432674408"
"1071","0.65625","0.65625","0.65625","0.2734375","0.2734375","0.2734375","0.2864583432674408","0.2864583432674408","0.2864583432674408","","","","0.1341145932674408","0.1341145932674408","0.1341145932674408"
"1072","0.66796875","0.66796875","0.66796875","0.2682291865348816","0.2682291865348816","0.2682291865348816","0.2760416865348816","0.2760416865348816","0.2760416865348816","0.2591145932674408","0.2591145932674408","0.2591145932674408","0.140625","0.140625","0.140625"
"1073","0.6692708730697632","0.6692708730697632","0.6692708730697632","0.26171875","0.26171875","0.26171875","0.28515625","0.28515625","0.28515625","0.265625","0.265625","0.265625","","",""
"1074","0.6796875","0.6796875","0.6796875","0.265625","0.265625","0.265625","0.29296875","0.29296875","0.29296875","0.2682291865348816","0.2682291865348816","0.2682291865348816","0.1458333432674408","0.1458333432674408","0.1458333432674408"
"1075","","","","","","","","","","0.2708333432674408","0.2708333432674408","0.2708333432674408","0.1458333432674408","0.1458333432674408","0.1458333432674408"
"1076","0.68359375","0.68359375","0.68359375","0.2591145932674408","0.2591145932674408","0.2591145932674408","0.2864583432674408","0.2864583432674408","0.2864583432674408","0.27734375","0.27734375","0.27734375","0.1549479216337204","0.1549479216337204","0.1549479216337204"
"1077","0.6796875","0.6796875","0.6796875","0.2630208432674408","0.2630208432674408","0.2630208432674408","","","","0.28515625","0.28515625","0.28515625","0.1497395932674408","0.1497395932674408","0.1497395932674408"
"1078","0.6927083730697632","0.6927083730697632","0.6927083730697632","","","","","","","0.2981770932674408","0.2981770932674408","0.2981770932674408","","",""
"1079","0.6966146230697632","0.6966146230697632","0.6966146230697632","0.29296875","0.29296875","0.29296875","0.2942708432674408","0.2942708432674408","0.2942708432674408","0.3046875","0.3046875","0.3046875","0.15625","0.15625","0.15625"
"1080","","","","0.2734375","0.2734375","0.2734375","0.29296875","0.29296875","0.29296875","0.3046875","0.3046875","0.3046875","0.1575520932674408","0.1575520932674408","0.1575520932674408"
"1081","0.7213541865348816","0.7213541865348816","0.7213541865348816","0.2682291865348816","0.2682291865348816","0.2682291865348816","0.2864583432674408","0.2864583432674408","0.2864583432674408","0.31640625","0.31640625","0.31640625","0.15625","0.15625","0.15625"
"1082","0.71875","0.71875","0.71875","0.2760416865348816","0.2760416865348816","0.2760416865348816","0.2864583432674408","0.2864583432674408","0.2864583432674408","0.33203125","0.33203125","0.33203125","","",""
"1083","","","","0.2721354365348816","0.2721354365348816","0.2721354365348816","0.3072916865348816","0.3072916865348816","0.3072916865348816","0.3359375","0.3359375","0.3359375","0.1614583432674408","0.1614583432674408","0.1614583432674408"
"1084","0.7356771230697632","0.7356771230697632","0.7356771230697632","0.265625","0.265625","0.265625","0.2903645932674408","0.2903645932674408","0.2903645932674408","0.3333333432674408","0.3333333432674408","0.3333333432674408","","",""
"1085","0.7239583730697632","0.7239583730697632","0.7239583730697632","0.2708333432674408","0.2708333432674408","0.2708333432674408","","","","","","","0.1536458432674408","0.1536458432674408","0.1536458432674408"
"1086","","","","0.2669270932674408","0.2669270932674408","0.2669270932674408","0.2838541865348816","0.2838541865348816","0.2838541865348816","","","","0.1510416716337204","0.1510416716337204","0.1510416716337204"
"1087","","","","","","","0.2838541865348816","0.2838541865348816","0.2838541865348816","","","","0.1549479216337204","0.1549479216337204","0.1549479216337204"
"1088","0.7291666865348816","0.7291666865348816","0.7291666865348816","0.2799479365348816","0.2799479365348816","0.2799479365348816","0.2825520932674408","0.2825520932674408","0.2825520932674408","0.3294270932674408","0.3294270932674408","0.3294270932674408","0.1653645932674408","0.1653645932674408","0.1653645932674408"
"1089","","","","0.2721354365348816","0.2721354365348816","0.2721354365348816","0.29296875","0.29296875","0.29296875","0.3151041865348816","0.3151041865348816","0.3151041865348816","0.171875","0.171875","0.171875"
"1090","0.7239583730697632","0.7239583730697632","0.7239583730697632","0.2708333432674408","0.2708333432674408","0.2708333432674408","0.2955729365348816","0.2955729365348816","0.2955729365348816","0.3229166865348816","0.3229166865348816","0.3229166865348816","0.1692708432674408","0.1692708432674408","0.1692708432674408"
"1091","0.71875","0.71875","0.71875","0.2786458432674408","0.2786458432674408","0.2786458432674408","0.28125","0.28125","0.28125","0.3072916865348816","0.3072916865348816","0.3072916865348816","","",""
"1092","0.71875","0.71875","0.71875","0.2565104365348816","0.2565104365348816","0.2565104365348816","0.2682291865348816","0.2682291865348816","0.2682291865348816","","","","0.1731770932674408","0.1731770932674408","0.1731770932674408"
"1093","0.71875","0.71875","0.71875","","","","0.2721354365348816","0.2721354365348816","0.2721354365348816","","","","","",""
"1094","0.7265625","0.7265625","0.7265625","","","","","","","0.3203125","0.3203125","0.3203125","0.1653645932674408","0.1653645932674408","0.1653645932674408"
"1095","0.7200521230697632","0.7200521230697632","0.7200521230697632","","","","0.2838541865348816","0.2838541865348816","0.2838541865348816","","","","0.16015625","0.16015625","0.16015625"
"1096","0.7135416865348816","0.7135416865348816","0.7135416865348816","0.2864583432674408","0.2864583432674408","0.2864583432674408","0.2981770932674408","0.2981770932674408","0.2981770932674408","0.35546875","0.35546875","0.35546875","","",""
"1097","","","","0.2760416865348816","0.2760416865348816","0.2760416865348816","0.2903645932674408","0.2903645932674408","0.2903645932674408","0.3684895932674408","0.3684895932674408","0.3684895932674408","0.16015625","0.16015625","0.16015625"
"1098","0.6888021230697632","0.6888021230697632","0.6888021230697632","0.2747395932674408","0.2747395932674408","0.2747395932674408","0.2877604365348816","0.2877604365348816","0.2877604365348816","","","","0.1666666716337204","0.1666666716337204","0.1666666716337204"
"1099","0.68359375","0.68359375","0.68359375","0.2747395932674408","0.2747395932674408","0.2747395932674408","0.2864583432674408","0.2864583432674408","0.2864583432674408","0.36328125","0.36328125","0.36328125","","",""
"1100","0.69140625","0.69140625","0.69140625","0.2591145932674408","0.2591145932674408","0.2591145932674408","0.2760416865348816","0.2760416865348816","0.2760416865348816","0.3606770932674408","0.3606770932674408","0.3606770932674408","0.1692708432674408","0.1692708432674408","0.1692708432674408"
"1101","","","","0.2591145932674408","0.2591145932674408","0.2591145932674408","0.2734375","0.2734375","0.2734375","0.3671875","0.3671875","0.3671875","","",""
"1102","0.6653646230697632","0.6653646230697632","0.6653646230697632","0.2877604365348816","0.2877604365348816","0.2877604365348816","","","","0.3802083432674408","0.3802083432674408","0.3802083432674408","","",""
"1103","","","","0.296875","0.296875","0.296875","","","","0.3736979365348816","0.3736979365348816","0.3736979365348816","0.17578125","0.17578125","0.17578125"
"1104","","","","0.296875","0.296875","0.296875","0.2890625","0.2890625","0.2890625","","","","0.1796875","0.1796875","0.1796875"
"1105","0.7200521230697632","0.7200521230697632","0.7200521230697632","0.2955729365348816","0.2955729365348816","0.2955729365348816","0.2994791865348816","0.2994791865348816","0.2994791865348816","0.3697916865348816","0.3697916865348816","0.3697916865348816","0.1796875","0.1796875","0.1796875"
"1106","","","","","","","","","","0.375","0.375","0.375","0.171875","0.171875","0.171875"
"1107","0.75390625","0.75390625","0.75390625","0.2942708432674408","0.2942708432674408","0.2942708432674408","0.328125","0.328125","0.328125","0.3723958432674408","0.3723958432674408","0.3723958432674408","0.1809895932674408","0.1809895932674408","0.1809895932674408"
"1108","0.7630208730697632","0.7630208730697632","0.7630208730697632","0.2890625","0.2890625","0.2890625","0.3268229365348816","0.3268229365348816","0.3268229365348816","0.3736979365348816","0.3736979365348816","0.3736979365348816","0.1731770932674408","0.1731770932674408","0.1731770932674408"
"1109","","","","0.27734375","0.27734375","0.27734375","0.328125","0.328125","0.328125","0.3841145932674408","0.3841145932674408","0.3841145932674408","0.1744791716337204","0.1744791716337204","0.1744791716337204"
"1110","","","","0.2799479365348816","0.2799479365348816","0.2799479365348816","0.3359375","0.3359375","0.3359375","0.3854166865348816","0.3854166865348816","0.3854166865348816","","",""
"1111","","","","","","","0.3372395932674408","0.3372395932674408","0.3372395932674408","0.3802083432674408","0.3802083432674408","0.3802083432674408","","",""
"1112","","","","0.2721354365348816","0.2721354365348816","0.2721354365348816","","","","0.4036458432674408","0.4036458432674408","0.4036458432674408","0.19140625","0.19140625","0.19140625"
"1113","","","","0.2903645932674408","0.2903645932674408","0.2903645932674408","","","","0.3997395932674408","0.3997395932674408","0.3997395932674408","0.1940104216337204","0.1940104216337204","0.1940104216337204"
"1114","0.859375","0.859375","0.859375","0.2942708432674408","0.2942708432674408","0.2942708432674408","0.3463541865348816","0.3463541865348816","0.3463541865348816","","","","","",""
"1115","","","","","","","0.3359375","0.3359375","0.3359375","0.3854166865348816","0.3854166865348816","0.3854166865348816","","",""
"1116","0.8684896230697632","0.8684896230697632","0.8684896230697632","0.3098958432674408","0.3098958432674408","0.3098958432674408","0.328125","0.328125","0.328125","0.3893229365348816","0.3893229365348816","0.3893229365348816","0.1953125","0.1953125","0.1953125"
"1117","0.8541666865348816","0.8541666865348816","0.8541666865348816","","","","0.3489583432674408","0.3489583432674408","0.3489583432674408","0.3841145932674408","0.3841145932674408","0.3841145932674408","0.1901041716337204","0.1901041716337204","0.1901041716337204"
"1118","0.8463541865348816","0.8463541865348816","0.8463541865348816","0.3203125","0.3203125","0.3203125","0.359375","0.359375","0.359375","","","","0.1888020932674408","0.1888020932674408","0.1888020932674408"
"1119","0.8268229365348816","0.8268229365348816","0.8268229365348816","","","","","","","0.390625","0.390625","0.390625","0.1953125","0.1953125","0.1953125"
"1120","0.8385416865348816","0.8385416865348816","0.8385416865348816","0.3190104365348816","0.3190104365348816","0.3190104365348816","","","","0.3984375","0.3984375","0.3984375","0.1979166716337204","0.1979166716337204","0.1979166716337204"
"1121","0.8307291865348816","0.8307291865348816","0.8307291865348816","0.328125","0.328125","0.328125","0.3606770932674408","0.3606770932674408","0.3606770932674408","","","","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"1122","0.8138021230697632","0.8138021230697632","0.8138021230697632","0.34375","0.34375","0.34375","0.37109375","0.37109375","0.37109375","","","","0.2018229216337204","0.2018229216337204","0.2018229216337204"
"1123","0.8020833730697632","0.8020833730697632","0.8020833730697632","","","","","","","","","","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"1124","","","","0.3424479365348816","0.3424479365348816","0.3424479365348816","","","","0.3971354365348816","0.3971354365348816","0.3971354365348816","","",""
"1125","0.78515625","0.78515625","0.78515625","","","","0.4166666865348816","0.4166666865348816","0.4166666865348816","0.3958333432674408","0.3958333432674408","0.3958333432674408","0.2057291716337204","0.2057291716337204","0.2057291716337204"
"1126","","","","0.3307291865348816","0.3307291865348816","0.3307291865348816","","","","0.3971354365348816","0.3971354365348816","0.3971354365348816","0.20703125","0.20703125","0.20703125"
"1127","","","","","","","0.39453125","0.39453125","0.39453125","","","","","",""
"1128","0.8411458730697632","0.8411458730697632","0.8411458730697632","","","","0.3893229365348816","0.3893229365348816","0.3893229365348816","0.3736979365348816","0.3736979365348816","0.3736979365348816","0.2044270932674408","0.2044270932674408","0.2044270932674408"
"1129","0.8567708730697632","0.8567708730697632","0.8567708730697632","0.3255208432674408","0.3255208432674408","0.3255208432674408","0.3815104365348816","0.3815104365348816","0.3815104365348816","0.3619791865348816","0.3619791865348816","0.3619791865348816","0.2083333432674408","0.2083333432674408","0.2083333432674408"
"1130","0.8606771230697632","0.8606771230697632","0.8606771230697632","0.3229166865348816","0.3229166865348816","0.3229166865348816","0.3684895932674408","0.3684895932674408","0.3684895932674408","0.3658854365348816","0.3658854365348816","0.3658854365348816","0.2122395932674408","0.2122395932674408","0.2122395932674408"
"1131","0.8606771230697632","0.8606771230697632","0.8606771230697632","0.3463541865348816","0.3463541865348816","0.3463541865348816","0.3684895932674408","0.3684895932674408","0.3684895932674408","","","","0.2200520932674408","0.2200520932674408","0.2200520932674408"
"1132","0.8489583730697632","0.8489583730697632","0.8489583730697632","","","","0.35546875","0.35546875","0.35546875","0.3854166865348816","0.3854166865348816","0.3854166865348816","0.2265625","0.2265625","0.2265625"
"1133","0.8489583730697632","0.8489583730697632","0.8489583730697632","0.3216145932674408","0.3216145932674408","0.3216145932674408","0.3606770932674408","0.3606770932674408","0.3606770932674408","0.3828125","0.3828125","0.3828125","0.2239583432674408","0.2239583432674408","0.2239583432674408"
"1134","","","","0.3372395932674408","0.3372395932674408","0.3372395932674408","0.37109375","0.37109375","0.37109375","0.3815104365348816","0.3815104365348816","0.3815104365348816","0.2213541716337204","0.2213541716337204","0.2213541716337204"
"1135","0.8815104365348816","0.8815104365348816","0.8815104365348816","0.3359375","0.3359375","0.3359375","0.3671875","0.3671875","0.3671875","0.37890625","0.37890625","0.37890625","0.2317708432674408","0.2317708432674408","0.2317708432674408"
"1136","0.875","0.875","0.875","0.3190104365348816","0.3190104365348816","0.3190104365348816","","","","0.3841145932674408","0.3841145932674408","0.3841145932674408","0.234375","0.234375","0.234375"
"1137","0.8645833730697632","0.8645833730697632","0.8645833730697632","","","","0.39453125","0.39453125","0.39453125","","","","0.23828125","0.23828125","0.23828125"
"1138","0.8958333730697632","0.8958333730697632","0.8958333730697632","","","","0.40234375","0.40234375","0.40234375","0.3984375","0.3984375","0.3984375","0.22265625","0.22265625","0.22265625"
"1139","0.9114583730697632","0.9114583730697632","0.9114583730697632","0.3138020932674408","0.3138020932674408","0.3138020932674408","0.4088541865348816","0.4088541865348816","0.4088541865348816","0.4010416865348816","0.4010416865348816","0.4010416865348816","0.2174479216337204","0.2174479216337204","0.2174479216337204"
"1140","0.9231771230697632","0.9231771230697632","0.9231771230697632","0.328125","0.328125","0.328125","0.4192708432674408","0.4192708432674408","0.4192708432674408","0.3984375","0.3984375","0.3984375","0.22265625","0.22265625","0.22265625"
"1141","0.92578125","0.92578125","0.92578125","0.3294270932674408","0.3294270932674408","0.3294270932674408","","","","0.3880208432674408","0.3880208432674408","0.3880208432674408","","",""
"1142","0.8841146230697632","0.8841146230697632","0.8841146230697632","0.3359375","0.3359375","0.3359375","","","","0.3854166865348816","0.3854166865348816","0.3854166865348816","0.2252604216337204","0.2252604216337204","0.2252604216337204"
"1143","","","","0.33203125","0.33203125","0.33203125","0.44921875","0.44921875","0.44921875","0.3723958432674408","0.3723958432674408","0.3723958432674408","0.2200520932674408","0.2200520932674408","0.2200520932674408"
"1144","","","","","","","0.4309895932674408","0.4309895932674408","0.4309895932674408","","","","","",""
"1145","0.9075521230697632","0.9075521230697632","0.9075521230697632","0.3463541865348816","0.3463541865348816","0.3463541865348816","0.4140625","0.4140625","0.4140625","0.3684895932674408","0.3684895932674408","0.3684895932674408","0.2317708432674408","0.2317708432674408","0.2317708432674408"
"1146","0.91015625","0.91015625","0.91015625","0.34765625","0.34765625","0.34765625","","","","0.37890625","0.37890625","0.37890625","0.2291666716337204","0.2291666716337204","0.2291666716337204"
"1147","","","","0.3541666865348816","0.3541666865348816","0.3541666865348816","0.4270833432674408","0.4270833432674408","0.4270833432674408","","","","0.2395833432674408","0.2395833432674408","0.2395833432674408"
"1148","","","","0.37109375","0.37109375","0.37109375","0.4140625","0.4140625","0.4140625","0.4114583432674408","0.4114583432674408","0.4114583432674408","0.2330729216337204","0.2330729216337204","0.2330729216337204"
"1149","0.9205729365348816","0.9205729365348816","0.9205729365348816","","","","0.4036458432674408","0.4036458432674408","0.4036458432674408","0.4075520932674408","0.4075520932674408","0.4075520932674408","","",""
