"Step","00_sapg_6_6789_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h22m21s - successes/time","00_sapg_6_6789_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h22m21s - successes/time__MIN","00_sapg_6_6789_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h22m21s - successes/time__MAX","00_sapg_6_98765_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h20m51s - successes/time","00_sapg_6_98765_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h20m51s - successes/time__MIN","00_sapg_6_98765_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h20m51s - successes/time__MAX","00_sapg_6_2023_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h20m00s - successes/time","00_sapg_6_2023_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h20m00s - successes/time__MIN","00_sapg_6_2023_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h20m00s - successes/time__MAX","00_comparison_6_12345_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h18m49s - successes/time","00_comparison_6_12345_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h18m49s - successes/time__MIN","00_comparison_6_12345_24576envs_mixed_expl_learn_param_lf_1p_21_01_09h18m49s - successes/time__MAX"
"3517","2.964599609375","2.964599609375","2.964599609375","4.0400390625","4.0400390625","4.0400390625","2.589111328125","2.589111328125","2.589111328125","2.685302734375","2.685302734375","2.685302734375"
"3518","2.94189453125","2.94189453125","2.94189453125","4.036865234375","4.036865234375","4.036865234375","2.60888671875","2.60888671875","2.60888671875","2.676025390625","2.676025390625","2.676025390625"
"3519","2.919189453125","2.919189453125","2.919189453125","4.03662109375","4.03662109375","4.03662109375","2.5966796875","2.5966796875","2.5966796875","2.684326171875","2.684326171875","2.684326171875"
"3520","2.931396484375","2.931396484375","2.931396484375","","","","2.59228515625","2.59228515625","2.59228515625","2.684814453125","2.684814453125","2.684814453125"
"3521","2.927978515625","2.927978515625","2.927978515625","4.07373046875","4.07373046875","4.07373046875","2.595458984375","2.595458984375","2.595458984375","2.694091796875","2.694091796875","2.694091796875"
"3522","2.92724609375","2.92724609375","2.92724609375","4.08935546875","4.08935546875","4.08935546875","2.594482421875","2.594482421875","2.594482421875","2.692138671875","2.692138671875","2.692138671875"
"3523","2.92822265625","2.92822265625","2.92822265625","","","","2.589111328125","2.589111328125","2.589111328125","2.68115234375","2.68115234375","2.68115234375"
"3524","2.922119140625","2.922119140625","2.922119140625","4.0947265625","4.0947265625","4.0947265625","2.582275390625","2.582275390625","2.582275390625","2.698974609375","2.698974609375","2.698974609375"
"3525","2.92236328125","2.92236328125","2.92236328125","4.08642578125","4.08642578125","4.08642578125","2.579345703125","2.579345703125","2.579345703125","2.702392578125","2.702392578125","2.702392578125"
"3526","2.898681640625","2.898681640625","2.898681640625","","","","2.5830078125","2.5830078125","2.5830078125","2.6982421875","2.6982421875","2.6982421875"
"3527","2.878173828125","2.878173828125","2.878173828125","4.132568359375","4.132568359375","4.132568359375","2.5654296875","2.5654296875","2.5654296875","2.689453125","2.689453125","2.689453125"
"3528","2.87353515625","2.87353515625","2.87353515625","4.13330078125","4.13330078125","4.13330078125","2.5791015625","2.5791015625","2.5791015625","2.68798828125","2.68798828125","2.68798828125"
"3529","2.8720703125","2.8720703125","2.8720703125","","","","2.5966796875","2.5966796875","2.5966796875","2.689697265625","2.689697265625","2.689697265625"
"3530","2.852294921875","2.852294921875","2.852294921875","4.16064453125","4.16064453125","4.16064453125","2.589599609375","2.589599609375","2.589599609375","2.69287109375","2.69287109375","2.69287109375"
"3531","2.87890625","2.87890625","2.87890625","4.15283203125","4.15283203125","4.15283203125","2.572998046875","2.572998046875","2.572998046875","2.6787109375","2.6787109375","2.6787109375"
"3532","2.881591796875","2.881591796875","2.881591796875","4.161376953125","4.161376953125","4.161376953125","2.562255859375","2.562255859375","2.562255859375","2.66748046875","2.66748046875","2.66748046875"
"3533","2.857666015625","2.857666015625","2.857666015625","","","","2.56884765625","2.56884765625","2.56884765625","2.661865234375","2.661865234375","2.661865234375"
"3534","2.852294921875","2.852294921875","2.852294921875","","","","2.60888671875","2.60888671875","2.60888671875","2.6650390625","2.6650390625","2.6650390625"
"3535","2.851806640625","2.851806640625","2.851806640625","4.1826171875","4.1826171875","4.1826171875","2.5869140625","2.5869140625","2.5869140625","2.66552734375","2.66552734375","2.66552734375"
"3536","2.84912109375","2.84912109375","2.84912109375","4.157958984375","4.157958984375","4.157958984375","2.6064453125","2.6064453125","2.6064453125","2.656005859375","2.656005859375","2.656005859375"
"3537","2.8505859375","2.8505859375","2.8505859375","","","","2.614013671875","2.614013671875","2.614013671875","2.662353515625","2.662353515625","2.662353515625"
"3538","2.864990234375","2.864990234375","2.864990234375","4.111083984375","4.111083984375","4.111083984375","2.58544921875","2.58544921875","2.58544921875","2.66552734375","2.66552734375","2.66552734375"
"3539","2.874267578125","2.874267578125","2.874267578125","4.125244140625","4.125244140625","4.125244140625","2.585205078125","2.585205078125","2.585205078125","2.661865234375","2.661865234375","2.661865234375"
"3540","2.8759765625","2.8759765625","2.8759765625","4.110107421875","4.110107421875","4.110107421875","2.57861328125","2.57861328125","2.57861328125","2.66357421875","2.66357421875","2.66357421875"
"3541","2.901123046875","2.901123046875","2.901123046875","4.135986328125","4.135986328125","4.135986328125","2.58251953125","2.58251953125","2.58251953125","2.682861328125","2.682861328125","2.682861328125"
"3542","2.89453125","2.89453125","2.89453125","4.154541015625","4.154541015625","4.154541015625","2.58154296875","2.58154296875","2.58154296875","2.684814453125","2.684814453125","2.684814453125"
"3543","2.89208984375","2.89208984375","2.89208984375","","","","2.609375","2.609375","2.609375","2.67529296875","2.67529296875","2.67529296875"
"3544","2.901611328125","2.901611328125","2.901611328125","4.14111328125","4.14111328125","4.14111328125","2.62060546875","2.62060546875","2.62060546875","2.67626953125","2.67626953125","2.67626953125"
"3545","2.8994140625","2.8994140625","2.8994140625","4.1279296875","4.1279296875","4.1279296875","2.636474609375","2.636474609375","2.636474609375","2.682373046875","2.682373046875","2.682373046875"
"3546","2.892822265625","2.892822265625","2.892822265625","","","","2.64599609375","2.64599609375","2.64599609375","2.696044921875","2.696044921875","2.696044921875"
"3547","2.883544921875","2.883544921875","2.883544921875","4.1103515625","4.1103515625","4.1103515625","2.64697265625","2.64697265625","2.64697265625","2.700927734375","2.700927734375","2.700927734375"
"3548","2.889404296875","2.889404296875","2.889404296875","","","","2.662353515625","2.662353515625","2.662353515625","2.706298828125","2.706298828125","2.706298828125"
"3549","2.881591796875","2.881591796875","2.881591796875","4.132080078125","4.132080078125","4.132080078125","2.65283203125","2.65283203125","2.65283203125","2.7099609375","2.7099609375","2.7099609375"
"3550","2.842041015625","2.842041015625","2.842041015625","4.153076171875","4.153076171875","4.153076171875","2.65234375","2.65234375","2.65234375","2.72119140625","2.72119140625","2.72119140625"
"3551","2.8310546875","2.8310546875","2.8310546875","4.147705078125","4.147705078125","4.147705078125","2.625732421875","2.625732421875","2.625732421875","2.73828125","2.73828125","2.73828125"
"3552","2.832275390625","2.832275390625","2.832275390625","4.12646484375","4.12646484375","4.12646484375","2.618896484375","2.618896484375","2.618896484375","2.737060546875","2.737060546875","2.737060546875"
"3553","2.8544921875","2.8544921875","2.8544921875","4.142822265625","4.142822265625","4.142822265625","2.628173828125","2.628173828125","2.628173828125","2.742919921875","2.742919921875","2.742919921875"
"3554","2.852783203125","2.852783203125","2.852783203125","4.1416015625","4.1416015625","4.1416015625","2.634521484375","2.634521484375","2.634521484375","2.755859375","2.755859375","2.755859375"
"3555","2.85302734375","2.85302734375","2.85302734375","4.1220703125","4.1220703125","4.1220703125","2.651611328125","2.651611328125","2.651611328125","2.75927734375","2.75927734375","2.75927734375"
"3556","2.863525390625","2.863525390625","2.863525390625","4.144775390625","4.144775390625","4.144775390625","2.613037109375","2.613037109375","2.613037109375","2.74609375","2.74609375","2.74609375"
"3557","2.8662109375","2.8662109375","2.8662109375","4.176513671875","4.176513671875","4.176513671875","2.622802734375","2.622802734375","2.622802734375","2.731201171875","2.731201171875","2.731201171875"
"3558","2.88671875","2.88671875","2.88671875","","","","2.607666015625","2.607666015625","2.607666015625","2.71923828125","2.71923828125","2.71923828125"
"3559","2.891845703125","2.891845703125","2.891845703125","4.163818359375","4.163818359375","4.163818359375","2.6220703125","2.6220703125","2.6220703125","2.735107421875","2.735107421875","2.735107421875"
"3560","2.896240234375","2.896240234375","2.896240234375","4.178955078125","4.178955078125","4.178955078125","2.620361328125","2.620361328125","2.620361328125","2.739501953125","2.739501953125","2.739501953125"
"3561","2.921142578125","2.921142578125","2.921142578125","","","","2.59130859375","2.59130859375","2.59130859375","2.74169921875","2.74169921875","2.74169921875"
"3562","2.933349609375","2.933349609375","2.933349609375","4.189208984375","4.189208984375","4.189208984375","2.602783203125","2.602783203125","2.602783203125","2.73046875","2.73046875","2.73046875"
"3563","2.9384765625","2.9384765625","2.9384765625","4.2314453125","4.2314453125","4.2314453125","2.612548828125","2.612548828125","2.612548828125","2.722412109375","2.722412109375","2.722412109375"
"3564","2.94921875","2.94921875","2.94921875","","","","2.590087890625","2.590087890625","2.590087890625","2.73876953125","2.73876953125","2.73876953125"
"3565","2.95654296875","2.95654296875","2.95654296875","4.252197265625","4.252197265625","4.252197265625","2.587890625","2.587890625","2.587890625","2.744873046875","2.744873046875","2.744873046875"
"3566","2.948486328125","2.948486328125","2.948486328125","4.232177734375","4.232177734375","4.232177734375","2.59423828125","2.59423828125","2.59423828125","2.762939453125","2.762939453125","2.762939453125"
"3567","2.962646484375","2.962646484375","2.962646484375","","","","2.587890625","2.587890625","2.587890625","2.77490234375","2.77490234375","2.77490234375"
"3568","2.947021484375","2.947021484375","2.947021484375","4.2333984375","4.2333984375","4.2333984375","2.586181640625","2.586181640625","2.586181640625","2.78515625","2.78515625","2.78515625"
"3569","2.949951171875","2.949951171875","2.949951171875","","","","2.599853515625","2.599853515625","2.599853515625","2.788330078125","2.788330078125","2.788330078125"
"3570","2.95849609375","2.95849609375","2.95849609375","","","","2.569091796875","2.569091796875","2.569091796875","2.77197265625","2.77197265625","2.77197265625"
"3571","2.976318359375","2.976318359375","2.976318359375","4.2626953125","4.2626953125","4.2626953125","2.5673828125","2.5673828125","2.5673828125","2.7666015625","2.7666015625","2.7666015625"
"3572","2.980712890625","2.980712890625","2.980712890625","","","","2.56298828125","2.56298828125","2.56298828125","2.755126953125","2.755126953125","2.755126953125"
"3573","2.997802734375","2.997802734375","2.997802734375","","","","2.530517578125","2.530517578125","2.530517578125","2.740478515625","2.740478515625","2.740478515625"
"3574","3.012451171875","3.012451171875","3.012451171875","","","","2.506103515625","2.506103515625","2.506103515625","2.741455078125","2.741455078125","2.741455078125"
"3575","3.0009765625","3.0009765625","3.0009765625","4.3173828125","4.3173828125","4.3173828125","2.515869140625","2.515869140625","2.515869140625","2.757080078125","2.757080078125","2.757080078125"
"3576","3.011962890625","3.011962890625","3.011962890625","4.301513671875","4.301513671875","4.301513671875","2.528076171875","2.528076171875","2.528076171875","2.726806640625","2.726806640625","2.726806640625"
"3577","3.034912109375","3.034912109375","3.034912109375","4.297119140625","4.297119140625","4.297119140625","2.560546875","2.560546875","2.560546875","2.718017578125","2.718017578125","2.718017578125"
"3578","3.031005859375","3.031005859375","3.031005859375","4.292236328125","4.292236328125","4.292236328125","2.5771484375","2.5771484375","2.5771484375","2.732421875","2.732421875","2.732421875"
"3579","3.033447265625","3.033447265625","3.033447265625","4.31884765625","4.31884765625","4.31884765625","2.5654296875","2.5654296875","2.5654296875","2.723388671875","2.723388671875","2.723388671875"
"3580","3.0458984375","3.0458984375","3.0458984375","4.326171875","4.326171875","4.326171875","2.555419921875","2.555419921875","2.555419921875","2.73828125","2.73828125","2.73828125"
"3581","3.050537109375","3.050537109375","3.050537109375","4.334716796875","4.334716796875","4.334716796875","2.556640625","2.556640625","2.556640625","2.7587890625","2.7587890625","2.7587890625"
"3582","3.046142578125","3.046142578125","3.046142578125","4.302734375","4.302734375","4.302734375","2.54052734375","2.54052734375","2.54052734375","2.773681640625","2.773681640625","2.773681640625"
"3583","3.059814453125","3.059814453125","3.059814453125","4.30859375","4.30859375","4.30859375","2.553466796875","2.553466796875","2.553466796875","2.777587890625","2.777587890625","2.777587890625"
"3584","3.03857421875","3.03857421875","3.03857421875","4.31689453125","4.31689453125","4.31689453125","2.54541015625","2.54541015625","2.54541015625","2.770751953125","2.770751953125","2.770751953125"
"3585","3.032958984375","3.032958984375","3.032958984375","","","","2.574951171875","2.574951171875","2.574951171875","2.7919921875","2.7919921875","2.7919921875"
"3586","3.05712890625","3.05712890625","3.05712890625","4.3251953125","4.3251953125","4.3251953125","2.574951171875","2.574951171875","2.574951171875","2.788818359375","2.788818359375","2.788818359375"
"3587","3.072021484375","3.072021484375","3.072021484375","","","","2.6044921875","2.6044921875","2.6044921875","2.77880859375","2.77880859375","2.77880859375"
"3588","3.07080078125","3.07080078125","3.07080078125","4.313720703125","4.313720703125","4.313720703125","2.602294921875","2.602294921875","2.602294921875","2.770751953125","2.770751953125","2.770751953125"
"3589","3.064697265625","3.064697265625","3.064697265625","4.297607421875","4.297607421875","4.297607421875","2.602294921875","2.602294921875","2.602294921875","2.76953125","2.76953125","2.76953125"
"3590","3.049560546875","3.049560546875","3.049560546875","4.30615234375","4.30615234375","4.30615234375","2.627685546875","2.627685546875","2.627685546875","2.737548828125","2.737548828125","2.737548828125"
"3591","3.051513671875","3.051513671875","3.051513671875","","","","2.64990234375","2.64990234375","2.64990234375","2.730224609375","2.730224609375","2.730224609375"
"3592","3.033203125","3.033203125","3.033203125","4.33935546875","4.33935546875","4.33935546875","2.679443359375","2.679443359375","2.679443359375","2.73974609375","2.73974609375","2.73974609375"
"3593","3.050537109375","3.050537109375","3.050537109375","4.342041015625","4.342041015625","4.342041015625","2.68994140625","2.68994140625","2.68994140625","2.723876953125","2.723876953125","2.723876953125"
"3594","3.03857421875","3.03857421875","3.03857421875","4.330322265625","4.330322265625","4.330322265625","2.70263671875","2.70263671875","2.70263671875","2.703369140625","2.703369140625","2.703369140625"
"3595","3.034423828125","3.034423828125","3.034423828125","4.3212890625","4.3212890625","4.3212890625","2.694580078125","2.694580078125","2.694580078125","2.68603515625","2.68603515625","2.68603515625"
"3596","3.060302734375","3.060302734375","3.060302734375","4.33447265625","4.33447265625","4.33447265625","2.680908203125","2.680908203125","2.680908203125","2.69970703125","2.69970703125","2.69970703125"
"3597","3.054931640625","3.054931640625","3.054931640625","4.345703125","4.345703125","4.345703125","2.682861328125","2.682861328125","2.682861328125","2.672607421875","2.672607421875","2.672607421875"
"3598","3.08203125","3.08203125","3.08203125","","","","2.68701171875","2.68701171875","2.68701171875","2.660400390625","2.660400390625","2.660400390625"
"3599","3.073486328125","3.073486328125","3.073486328125","4.37451171875","4.37451171875","4.37451171875","2.685546875","2.685546875","2.685546875","2.64306640625","2.64306640625","2.64306640625"
"3600","3.081298828125","3.081298828125","3.081298828125","4.37744140625","4.37744140625","4.37744140625","2.688232421875","2.688232421875","2.688232421875","2.648681640625","2.648681640625","2.648681640625"
"3601","3.105224609375","3.105224609375","3.105224609375","4.385498046875","4.385498046875","4.385498046875","2.697265625","2.697265625","2.697265625","2.631103515625","2.631103515625","2.631103515625"
"3602","3.0849609375","3.0849609375","3.0849609375","4.351318359375","4.351318359375","4.351318359375","2.68896484375","2.68896484375","2.68896484375","2.62353515625","2.62353515625","2.62353515625"
"3603","3.09130859375","3.09130859375","3.09130859375","4.3818359375","4.3818359375","4.3818359375","2.677001953125","2.677001953125","2.677001953125","2.6083984375","2.6083984375","2.6083984375"
"3604","3.07666015625","3.07666015625","3.07666015625","4.386474609375","4.386474609375","4.386474609375","2.67626953125","2.67626953125","2.67626953125","2.611572265625","2.611572265625","2.611572265625"
"3605","3.073486328125","3.073486328125","3.073486328125","4.38720703125","4.38720703125","4.38720703125","2.689697265625","2.689697265625","2.689697265625","2.589111328125","2.589111328125","2.589111328125"
"3606","3.053466796875","3.053466796875","3.053466796875","","","","2.6689453125","2.6689453125","2.6689453125","2.58984375","2.58984375","2.58984375"
"3607","3.030029296875","3.030029296875","3.030029296875","4.419677734375","4.419677734375","4.419677734375","2.66650390625","2.66650390625","2.66650390625","2.58544921875","2.58544921875","2.58544921875"
"3608","3.03857421875","3.03857421875","3.03857421875","4.432861328125","4.432861328125","4.432861328125","2.654052734375","2.654052734375","2.654052734375","2.605712890625","2.605712890625","2.605712890625"
"3609","3.025634765625","3.025634765625","3.025634765625","4.463623046875","4.463623046875","4.463623046875","2.646728515625","2.646728515625","2.646728515625","2.60205078125","2.60205078125","2.60205078125"
"3610","3.017333984375","3.017333984375","3.017333984375","4.44091796875","4.44091796875","4.44091796875","2.646240234375","2.646240234375","2.646240234375","2.595458984375","2.595458984375","2.595458984375"
"3611","3.023193359375","3.023193359375","3.023193359375","4.437744140625","4.437744140625","4.437744140625","2.6650390625","2.6650390625","2.6650390625","2.58544921875","2.58544921875","2.58544921875"
"3612","3.020263671875","3.020263671875","3.020263671875","4.435791015625","4.435791015625","4.435791015625","2.67431640625","2.67431640625","2.67431640625","2.57421875","2.57421875","2.57421875"
"3613","3.010498046875","3.010498046875","3.010498046875","4.42822265625","4.42822265625","4.42822265625","2.66357421875","2.66357421875","2.66357421875","2.56982421875","2.56982421875","2.56982421875"
"3614","2.998779296875","2.998779296875","2.998779296875","","","","2.6376953125","2.6376953125","2.6376953125","2.6005859375","2.6005859375","2.6005859375"
"3615","2.972900390625","2.972900390625","2.972900390625","","","","2.639892578125","2.639892578125","2.639892578125","2.60009765625","2.60009765625","2.60009765625"
"3616","2.9755859375","2.9755859375","2.9755859375","4.43798828125","4.43798828125","4.43798828125","2.642333984375","2.642333984375","2.642333984375","2.62158203125","2.62158203125","2.62158203125"
"3617","2.968017578125","2.968017578125","2.968017578125","4.44384765625","4.44384765625","4.44384765625","2.6552734375","2.6552734375","2.6552734375","2.610107421875","2.610107421875","2.610107421875"
"3618","2.961669921875","2.961669921875","2.961669921875","4.431884765625","4.431884765625","4.431884765625","2.640380859375","2.640380859375","2.640380859375","2.60595703125","2.60595703125","2.60595703125"
"3619","2.959716796875","2.959716796875","2.959716796875","4.466064453125","4.466064453125","4.466064453125","2.645751953125","2.645751953125","2.645751953125","2.605712890625","2.605712890625","2.605712890625"
"3620","2.973388671875","2.973388671875","2.973388671875","4.468017578125","4.468017578125","4.468017578125","2.65869140625","2.65869140625","2.65869140625","2.615234375","2.615234375","2.615234375"
"3621","2.952880859375","2.952880859375","2.952880859375","","","","2.66357421875","2.66357421875","2.66357421875","2.630126953125","2.630126953125","2.630126953125"
"3622","2.9716796875","2.9716796875","2.9716796875","4.466796875","4.466796875","4.466796875","2.665771484375","2.665771484375","2.665771484375","2.630859375","2.630859375","2.630859375"
"3623","2.9921875","2.9921875","2.9921875","","","","2.650390625","2.650390625","2.650390625","2.6513671875","2.6513671875","2.6513671875"
"3624","2.987060546875","2.987060546875","2.987060546875","4.477783203125","4.477783203125","4.477783203125","2.6552734375","2.6552734375","2.6552734375","2.65283203125","2.65283203125","2.65283203125"
"3625","2.99853515625","2.99853515625","2.99853515625","4.462158203125","4.462158203125","4.462158203125","2.663330078125","2.663330078125","2.663330078125","2.6611328125","2.6611328125","2.6611328125"
"3626","2.9814453125","2.9814453125","2.9814453125","4.46875","4.46875","4.46875","2.6552734375","2.6552734375","2.6552734375","2.674072265625","2.674072265625","2.674072265625"
"3627","2.97216796875","2.97216796875","2.97216796875","4.479248046875","4.479248046875","4.479248046875","2.64306640625","2.64306640625","2.64306640625","2.666259765625","2.666259765625","2.666259765625"
"3628","2.970458984375","2.970458984375","2.970458984375","","","","2.65625","2.65625","2.65625","2.658447265625","2.658447265625","2.658447265625"
"3629","2.96142578125","2.96142578125","2.96142578125","4.45556640625","4.45556640625","4.45556640625","2.677490234375","2.677490234375","2.677490234375","2.659423828125","2.659423828125","2.659423828125"
"3630","2.936279296875","2.936279296875","2.936279296875","4.46875","4.46875","4.46875","2.69482421875","2.69482421875","2.69482421875","2.66015625","2.66015625","2.66015625"
"3631","2.94482421875","2.94482421875","2.94482421875","","","","2.689208984375","2.689208984375","2.689208984375","2.667236328125","2.667236328125","2.667236328125"
"3632","2.949951171875","2.949951171875","2.949951171875","4.4541015625","4.4541015625","4.4541015625","2.68212890625","2.68212890625","2.68212890625","2.668701171875","2.668701171875","2.668701171875"
"3633","2.949951171875","2.949951171875","2.949951171875","4.456787109375","4.456787109375","4.456787109375","2.684326171875","2.684326171875","2.684326171875","2.692626953125","2.692626953125","2.692626953125"
"3634","2.96240234375","2.96240234375","2.96240234375","4.47021484375","4.47021484375","4.47021484375","2.684814453125","2.684814453125","2.684814453125","2.730712890625","2.730712890625","2.730712890625"
"3635","2.9599609375","2.9599609375","2.9599609375","4.47265625","4.47265625","4.47265625","2.703369140625","2.703369140625","2.703369140625","2.7333984375","2.7333984375","2.7333984375"
"3636","2.962158203125","2.962158203125","2.962158203125","4.453125","4.453125","4.453125","2.697265625","2.697265625","2.697265625","2.733154296875","2.733154296875","2.733154296875"
"3637","2.94677734375","2.94677734375","2.94677734375","4.434326171875","4.434326171875","4.434326171875","2.716064453125","2.716064453125","2.716064453125","2.737060546875","2.737060546875","2.737060546875"
"3638","2.94189453125","2.94189453125","2.94189453125","","","","2.71875","2.71875","2.71875","2.718017578125","2.718017578125","2.718017578125"
"3639","2.943603515625","2.943603515625","2.943603515625","4.429443359375","4.429443359375","4.429443359375","2.705810546875","2.705810546875","2.705810546875","2.736328125","2.736328125","2.736328125"
"3640","2.931884765625","2.931884765625","2.931884765625","4.4052734375","4.4052734375","4.4052734375","2.712158203125","2.712158203125","2.712158203125","2.74462890625","2.74462890625","2.74462890625"
"3641","2.8916015625","2.8916015625","2.8916015625","","","","2.718505859375","2.718505859375","2.718505859375","2.725830078125","2.725830078125","2.725830078125"
"3642","2.89453125","2.89453125","2.89453125","4.390625","4.390625","4.390625","2.736328125","2.736328125","2.736328125","2.736083984375","2.736083984375","2.736083984375"
"3643","2.876953125","2.876953125","2.876953125","4.40625","4.40625","4.40625","2.743408203125","2.743408203125","2.743408203125","2.730712890625","2.730712890625","2.730712890625"
"3644","2.861328125","2.861328125","2.861328125","4.400634765625","4.400634765625","4.400634765625","2.7421875","2.7421875","2.7421875","2.73388671875","2.73388671875","2.73388671875"
"3645","2.865478515625","2.865478515625","2.865478515625","4.40234375","4.40234375","4.40234375","2.7626953125","2.7626953125","2.7626953125","2.739013671875","2.739013671875","2.739013671875"
"3646","2.848388671875","2.848388671875","2.848388671875","4.396484375","4.396484375","4.396484375","2.76123046875","2.76123046875","2.76123046875","2.73779296875","2.73779296875","2.73779296875"
"3647","2.83154296875","2.83154296875","2.83154296875","4.410400390625","4.410400390625","4.410400390625","2.78955078125","2.78955078125","2.78955078125","2.75634765625","2.75634765625","2.75634765625"
"3648","2.803955078125","2.803955078125","2.803955078125","4.3984375","4.3984375","4.3984375","2.80078125","2.80078125","2.80078125","2.75830078125","2.75830078125","2.75830078125"
"3649","2.798828125","2.798828125","2.798828125","4.4091796875","4.4091796875","4.4091796875","2.815673828125","2.815673828125","2.815673828125","2.771484375","2.771484375","2.771484375"
"3650","2.799560546875","2.799560546875","2.799560546875","","","","2.803955078125","2.803955078125","2.803955078125","2.789794921875","2.789794921875","2.789794921875"
"3651","2.779296875","2.779296875","2.779296875","4.421142578125","4.421142578125","4.421142578125","2.8017578125","2.8017578125","2.8017578125","2.798828125","2.798828125","2.798828125"
"3652","2.78271484375","2.78271484375","2.78271484375","4.408203125","4.408203125","4.408203125","2.798095703125","2.798095703125","2.798095703125","2.821044921875","2.821044921875","2.821044921875"
"3653","2.76513671875","2.76513671875","2.76513671875","4.4130859375","4.4130859375","4.4130859375","2.79150390625","2.79150390625","2.79150390625","2.806884765625","2.806884765625","2.806884765625"
"3654","2.778076171875","2.778076171875","2.778076171875","4.40283203125","4.40283203125","4.40283203125","2.810546875","2.810546875","2.810546875","2.7900390625","2.7900390625","2.7900390625"
"3655","2.773681640625","2.773681640625","2.773681640625","4.389404296875","4.389404296875","4.389404296875","2.8017578125","2.8017578125","2.8017578125","2.792236328125","2.792236328125","2.792236328125"
"3656","2.751220703125","2.751220703125","2.751220703125","4.38525390625","4.38525390625","4.38525390625","2.800048828125","2.800048828125","2.800048828125","2.798583984375","2.798583984375","2.798583984375"
"3657","2.755859375","2.755859375","2.755859375","","","","2.794677734375","2.794677734375","2.794677734375","2.780029296875","2.780029296875","2.780029296875"
"3658","2.753662109375","2.753662109375","2.753662109375","4.37353515625","4.37353515625","4.37353515625","2.8056640625","2.8056640625","2.8056640625","2.770751953125","2.770751953125","2.770751953125"
"3659","2.737548828125","2.737548828125","2.737548828125","","","","2.822998046875","2.822998046875","2.822998046875","2.7646484375","2.7646484375","2.7646484375"
"3660","2.773193359375","2.773193359375","2.773193359375","","","","2.8134765625","2.8134765625","2.8134765625","2.7822265625","2.7822265625","2.7822265625"
"3661","2.778564453125","2.778564453125","2.778564453125","4.39208984375","4.39208984375","4.39208984375","2.78173828125","2.78173828125","2.78173828125","2.779052734375","2.779052734375","2.779052734375"
"3662","2.775146484375","2.775146484375","2.775146484375","4.3671875","4.3671875","4.3671875","2.814697265625","2.814697265625","2.814697265625","2.76904296875","2.76904296875","2.76904296875"
"3663","2.772705078125","2.772705078125","2.772705078125","4.357666015625","4.357666015625","4.357666015625","2.82421875","2.82421875","2.82421875","2.7587890625","2.7587890625","2.7587890625"
"3664","2.789306640625","2.789306640625","2.789306640625","4.34521484375","4.34521484375","4.34521484375","2.8125","2.8125","2.8125","2.7666015625","2.7666015625","2.7666015625"
"3665","2.78076171875","2.78076171875","2.78076171875","4.34130859375","4.34130859375","4.34130859375","2.790283203125","2.790283203125","2.790283203125","2.7529296875","2.7529296875","2.7529296875"
"3666","2.776611328125","2.776611328125","2.776611328125","4.336669921875","4.336669921875","4.336669921875","2.7958984375","2.7958984375","2.7958984375","2.77197265625","2.77197265625","2.77197265625"
"3667","2.76416015625","2.76416015625","2.76416015625","","","","2.806396484375","2.806396484375","2.806396484375","2.768798828125","2.768798828125","2.768798828125"
"3668","2.7451171875","2.7451171875","2.7451171875","","","","2.790283203125","2.790283203125","2.790283203125","2.754150390625","2.754150390625","2.754150390625"
"3669","2.72705078125","2.72705078125","2.72705078125","4.3408203125","4.3408203125","4.3408203125","2.790771484375","2.790771484375","2.790771484375","2.751953125","2.751953125","2.751953125"
"3670","2.713623046875","2.713623046875","2.713623046875","","","","2.790283203125","2.790283203125","2.790283203125","2.78076171875","2.78076171875","2.78076171875"
"3671","2.703857421875","2.703857421875","2.703857421875","4.308837890625","4.308837890625","4.308837890625","2.792724609375","2.792724609375","2.792724609375","2.789794921875","2.789794921875","2.789794921875"
"3672","2.704833984375","2.704833984375","2.704833984375","","","","2.8037109375","2.8037109375","2.8037109375","2.760498046875","2.760498046875","2.760498046875"
"3673","2.678466796875","2.678466796875","2.678466796875","4.330810546875","4.330810546875","4.330810546875","2.81005859375","2.81005859375","2.81005859375","2.75048828125","2.75048828125","2.75048828125"
"3674","2.6826171875","2.6826171875","2.6826171875","4.3359375","4.3359375","4.3359375","2.826171875","2.826171875","2.826171875","2.74658203125","2.74658203125","2.74658203125"
"3675","2.688720703125","2.688720703125","2.688720703125","4.3251953125","4.3251953125","4.3251953125","2.853759765625","2.853759765625","2.853759765625","2.755615234375","2.755615234375","2.755615234375"
"3676","2.702392578125","2.702392578125","2.702392578125","4.310546875","4.310546875","4.310546875","2.835693359375","2.835693359375","2.835693359375","2.75927734375","2.75927734375","2.75927734375"
"3677","2.700439453125","2.700439453125","2.700439453125","","","","2.828857421875","2.828857421875","2.828857421875","2.751708984375","2.751708984375","2.751708984375"
