"Step","00_ablation_policy_16_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h20m20s - successes/time","00_ablation_policy_16_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h20m20s - successes/time__MIN","00_ablation_policy_16_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h20m20s - successes/time__MAX","00_ablation_policy_16_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h16m51s - successes/time","00_ablation_policy_16_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h16m51s - successes/time__MIN","00_ablation_policy_16_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h16m51s - successes/time__MAX","00_ablation_policy_16_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h15m13s - successes/time","00_ablation_policy_16_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h15m13s - successes/time__MIN","00_ablation_policy_16_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h15m13s - successes/time__MAX","00_ablation_policy_16_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h14m14s - successes/time","00_ablation_policy_16_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h14m14s - successes/time__MIN","00_ablation_policy_16_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h14m14s - successes/time__MAX"
"4128","3.7154948711395264","3.7154948711395264","3.7154948711395264","","","","","","","","",""
"4129","","","","5.30078125","5.30078125","5.30078125","3.4537761211395264","3.4537761211395264","3.4537761211395264","2.677734375","2.677734375","2.677734375"
"4130","3.6686198711395264","3.6686198711395264","3.6686198711395264","5.306640625","5.306640625","5.306640625","3.4674479961395264","3.4674479961395264","3.4674479961395264","","",""
"4131","","","","5.306640625","5.306640625","5.306640625","3.462890625","3.462890625","3.462890625","","",""
"4132","","","","5.220052242279053","5.220052242279053","5.220052242279053","","","","","",""
"4133","3.6555991172790527","3.6555991172790527","3.6555991172790527","5.18359375","5.18359375","5.18359375","3.458984375","3.458984375","3.458984375","2.6223959922790527","2.6223959922790527","2.6223959922790527"
"4134","3.6354167461395264","3.6354167461395264","3.6354167461395264","5.128255367279053","5.128255367279053","5.128255367279053","3.419921875","3.419921875","3.419921875","","",""
"4135","3.6770834922790527","3.6770834922790527","3.6770834922790527","5.13671875","5.13671875","5.13671875","3.357421875","3.357421875","3.357421875","","",""
"4136","3.6744792461395264","3.6744792461395264","3.6744792461395264","5.153645992279053","5.153645992279053","5.153645992279053","3.3743491172790527","3.3743491172790527","3.3743491172790527","","",""
"4137","","","","","","","","","","2.6848959922790527","2.6848959922790527","2.6848959922790527"
"4138","","","","5.169921875","5.169921875","5.169921875","3.4440104961395264","3.4440104961395264","3.4440104961395264","2.6868491172790527","2.6868491172790527","2.6868491172790527"
"4139","3.7115886211395264","3.7115886211395264","3.7115886211395264","5.2096357345581055","5.2096357345581055","5.2096357345581055","3.4440104961395264","3.4440104961395264","3.4440104961395264","","",""
"4140","3.708984375","3.708984375","3.708984375","5.2057294845581055","5.2057294845581055","5.2057294845581055","3.4296875","3.4296875","3.4296875","","",""
"4141","3.7102866172790527","3.7102866172790527","3.7102866172790527","5.16015625","5.16015625","5.16015625","","","","2.6510417461395264","2.6510417461395264","2.6510417461395264"
"4142","3.7408854961395264","3.7408854961395264","3.7408854961395264","5.0963544845581055","5.0963544845581055","5.0963544845581055","","","","2.6575522422790527","2.6575522422790527","2.6575522422790527"
"4143","3.7408854961395264","3.7408854961395264","3.7408854961395264","5.087239742279053","5.087239742279053","5.087239742279053","3.4459636211395264","3.4459636211395264","3.4459636211395264","2.6744792461395264","2.6744792461395264","2.6744792461395264"
"4144","","","","5.173828125","5.173828125","5.173828125","","","","2.6640625","2.6640625","2.6640625"
"4145","3.7649741172790527","3.7649741172790527","3.7649741172790527","","","","","","","2.6829428672790527","2.6829428672790527","2.6829428672790527"
"4146","3.7493491172790527","3.7493491172790527","3.7493491172790527","","","","3.4641928672790527","3.4641928672790527","3.4641928672790527","2.6881511211395264","2.6881511211395264","2.6881511211395264"
"4147","","","","5.1764326095581055","5.1764326095581055","5.1764326095581055","","","","2.7037761211395264","2.7037761211395264","2.7037761211395264"
"4148","3.7799479961395264","3.7799479961395264","3.7799479961395264","5.143880367279053","5.143880367279053","5.143880367279053","","","","2.6966147422790527","2.6966147422790527","2.6966147422790527"
"4149","3.7766928672790527","3.7766928672790527","3.7766928672790527","","","","","","","2.6901042461395264","2.6901042461395264","2.6901042461395264"
"4150","3.77734375","3.77734375","3.77734375","5.150390625","5.150390625","5.150390625","","","","2.6471354961395264","2.6471354961395264","2.6471354961395264"
"4151","3.7760417461395264","3.7760417461395264","3.7760417461395264","","","","","","","","",""
"4152","","","","5.130859375","5.130859375","5.130859375","","","","2.64453125","2.64453125","2.64453125"
"4153","","","","5.15234375","5.15234375","5.15234375","","","","","",""
"4154","3.8098959922790527","3.8098959922790527","3.8098959922790527","5.150390625","5.150390625","5.150390625","","","","2.595703125","2.595703125","2.595703125"
"4155","","","","","","","3.3958334922790527","3.3958334922790527","3.3958334922790527","","",""
"4156","3.8450522422790527","3.8450522422790527","3.8450522422790527","5.098958492279053","5.098958492279053","5.098958492279053","3.40625","3.40625","3.40625","2.6041667461395264","2.6041667461395264","2.6041667461395264"
"4157","3.873046875","3.873046875","3.873046875","5.098958492279053","5.098958492279053","5.098958492279053","3.4231772422790527","3.4231772422790527","3.4231772422790527","","",""
"4158","3.8522136211395264","3.8522136211395264","3.8522136211395264","5.108724117279053","5.108724117279053","5.108724117279053","3.4296875","3.4296875","3.4296875","","",""
"4159","","","","5.107421875","5.107421875","5.107421875","","","","2.7024741172790527","2.7024741172790527","2.7024741172790527"
"4160","","","","","","","","","","2.6861979961395264","2.6861979961395264","2.6861979961395264"
"4161","","","","5.1171875","5.1171875","5.1171875","3.4173178672790527","3.4173178672790527","3.4173178672790527","2.6770834922790527","2.6770834922790527","2.6770834922790527"
"4162","","","","5.0826826095581055","5.0826826095581055","5.0826826095581055","","","","2.6790366172790527","2.6790366172790527","2.6790366172790527"
"4163","3.8502604961395264","3.8502604961395264","3.8502604961395264","5.079427242279053","5.079427242279053","5.079427242279053","","","","","",""
"4164","","","","5.0299482345581055","5.0299482345581055","5.0299482345581055","3.3932292461395264","3.3932292461395264","3.3932292461395264","2.7115886211395264","2.7115886211395264","2.7115886211395264"
"4165","3.8665366172790527","3.8665366172790527","3.8665366172790527","5.001302242279053","5.001302242279053","5.001302242279053","3.4095053672790527","3.4095053672790527","3.4095053672790527","","",""
"4166","3.8958334922790527","3.8958334922790527","3.8958334922790527","4.9791669845581055","4.9791669845581055","4.9791669845581055","","","","2.7467448711395264","2.7467448711395264","2.7467448711395264"
"4167","3.8893229961395264","3.8893229961395264","3.8893229961395264","5.0143232345581055","5.0143232345581055","5.0143232345581055","3.3723959922790527","3.3723959922790527","3.3723959922790527","2.7682292461395264","2.7682292461395264","2.7682292461395264"
"4168","3.8658854961395264","3.8658854961395264","3.8658854961395264","5.0026044845581055","5.0026044845581055","5.0026044845581055","3.3391928672790527","3.3391928672790527","3.3391928672790527","2.7858073711395264","2.7858073711395264","2.7858073711395264"
"4169","3.8359375","3.8359375","3.8359375","5.014974117279053","5.014974117279053","5.014974117279053","3.3359375","3.3359375","3.3359375","2.78515625","2.78515625","2.78515625"
"4170","3.7916667461395264","3.7916667461395264","3.7916667461395264","4.998046875","4.998046875","4.998046875","3.33984375","3.33984375","3.33984375","2.7923178672790527","2.7923178672790527","2.7923178672790527"
"4171","3.7428386211395264","3.7428386211395264","3.7428386211395264","5.048177242279053","5.048177242279053","5.048177242279053","3.31640625","3.31640625","3.31640625","2.8489584922790527","2.8489584922790527","2.8489584922790527"
"4172","","","","","","","3.3033854961395264","3.3033854961395264","3.3033854961395264","","",""
"4173","3.75","3.75","3.75","4.9674482345581055","4.9674482345581055","4.9674482345581055","","","","2.8561198711395264","2.8561198711395264","2.8561198711395264"
"4174","3.7565104961395264","3.7565104961395264","3.7565104961395264","4.9733076095581055","4.9733076095581055","4.9733076095581055","","","","2.861328125","2.861328125","2.861328125"
"4175","","","","","","","3.3014323711395264","3.3014323711395264","3.3014323711395264","2.841796875","2.841796875","2.841796875"
"4176","3.794921875","3.794921875","3.794921875","5.063802242279053","5.063802242279053","5.063802242279053","3.2747397422790527","3.2747397422790527","3.2747397422790527","2.8756511211395264","2.8756511211395264","2.8756511211395264"
"4177","3.775390625","3.775390625","3.775390625","5.0234375","5.0234375","5.0234375","3.302734375","3.302734375","3.302734375","2.880859375","2.880859375","2.880859375"
"4178","3.779296875","3.779296875","3.779296875","5.034505367279053","5.034505367279053","5.034505367279053","3.2864584922790527","3.2864584922790527","3.2864584922790527","2.88671875","2.88671875","2.88671875"
"4179","3.7701823711395264","3.7701823711395264","3.7701823711395264","5.007161617279053","5.007161617279053","5.007161617279053","3.3040366172790527","3.3040366172790527","3.3040366172790527","2.8561198711395264","2.8561198711395264","2.8561198711395264"
"4180","","","","4.952474117279053","4.952474117279053","4.952474117279053","3.2805991172790527","3.2805991172790527","3.2805991172790527","2.8795573711395264","2.8795573711395264","2.8795573711395264"
"4181","3.7571616172790527","3.7571616172790527","3.7571616172790527","4.9654951095581055","4.9654951095581055","4.9654951095581055","3.2395834922790527","3.2395834922790527","3.2395834922790527","2.8821616172790527","2.8821616172790527","2.8821616172790527"
"4182","3.7884116172790527","3.7884116172790527","3.7884116172790527","","","","3.2421875","3.2421875","3.2421875","2.8782553672790527","2.8782553672790527","2.8782553672790527"
"4183","3.791015625","3.791015625","3.791015625","","","","3.2571616172790527","3.2571616172790527","3.2571616172790527","2.8815104961395264","2.8815104961395264","2.8815104961395264"
"4184","3.7916667461395264","3.7916667461395264","3.7916667461395264","","","","3.2265625","3.2265625","3.2265625","","",""
"4185","3.791015625","3.791015625","3.791015625","4.962239742279053","4.962239742279053","4.962239742279053","3.232421875","3.232421875","3.232421875","2.9088542461395264","2.9088542461395264","2.9088542461395264"
"4186","","","","4.955078125","4.955078125","4.955078125","3.240234375","3.240234375","3.240234375","2.91796875","2.91796875","2.91796875"
"4187","3.80078125","3.80078125","3.80078125","4.930989742279053","4.930989742279053","4.930989742279053","3.2584636211395264","3.2584636211395264","3.2584636211395264","","",""
"4188","","","","4.893880367279053","4.893880367279053","4.893880367279053","3.2877604961395264","3.2877604961395264","3.2877604961395264","","",""
"4189","","","","","","","3.2604167461395264","3.2604167461395264","3.2604167461395264","2.8619792461395264","2.8619792461395264","2.8619792461395264"
"4190","3.7786459922790527","3.7786459922790527","3.7786459922790527","4.88671875","4.88671875","4.88671875","3.25","3.25","3.25","2.8678386211395264","2.8678386211395264","2.8678386211395264"
"4191","","","","4.88671875","4.88671875","4.88671875","3.2623698711395264","3.2623698711395264","3.2623698711395264","","",""
"4192","3.8190104961395264","3.8190104961395264","3.8190104961395264","","","","3.271484375","3.271484375","3.271484375","2.8873698711395264","2.8873698711395264","2.8873698711395264"
"4193","3.8020834922790527","3.8020834922790527","3.8020834922790527","4.8873701095581055","4.8873701095581055","4.8873701095581055","3.2760417461395264","3.2760417461395264","3.2760417461395264","2.8736979961395264","2.8736979961395264","2.8736979961395264"
"4194","","","","","","","3.298828125","3.298828125","3.298828125","2.8821616172790527","2.8821616172790527","2.8821616172790527"
"4195","3.8079428672790527","3.8079428672790527","3.8079428672790527","4.896484375","4.896484375","4.896484375","","","","2.8639323711395264","2.8639323711395264","2.8639323711395264"
"4196","3.8046875","3.8046875","3.8046875","4.9108076095581055","4.9108076095581055","4.9108076095581055","","","","2.8645834922790527","2.8645834922790527","2.8645834922790527"
"4197","","","","4.8697919845581055","4.8697919845581055","4.8697919845581055","","","","2.8756511211395264","2.8756511211395264","2.8756511211395264"
"4198","3.7734375","3.7734375","3.7734375","4.796875","4.796875","4.796875","3.3470053672790527","3.3470053672790527","3.3470053672790527","2.89453125","2.89453125","2.89453125"
"4199","3.8020834922790527","3.8020834922790527","3.8020834922790527","4.7897138595581055","4.7897138595581055","4.7897138595581055","3.3483073711395264","3.3483073711395264","3.3483073711395264","2.9095053672790527","2.9095053672790527","2.9095053672790527"
"4200","3.8059897422790527","3.8059897422790527","3.8059897422790527","4.818359375","4.818359375","4.818359375","3.35546875","3.35546875","3.35546875","2.9134116172790527","2.9134116172790527","2.9134116172790527"
"4201","3.8020834922790527","3.8020834922790527","3.8020834922790527","4.802083492279053","4.802083492279053","4.802083492279053","","","","2.9173178672790527","2.9173178672790527","2.9173178672790527"
"4202","","","","4.8287763595581055","4.8287763595581055","4.8287763595581055","3.419921875","3.419921875","3.419921875","","",""
"4203","3.8509116172790527","3.8509116172790527","3.8509116172790527","4.811849117279053","4.811849117279053","4.811849117279053","","","","","",""
"4204","3.802734375","3.802734375","3.802734375","","","","3.48828125","3.48828125","3.48828125","2.8873698711395264","2.8873698711395264","2.8873698711395264"
"4205","","","","4.873046875","4.873046875","4.873046875","3.4537761211395264","3.4537761211395264","3.4537761211395264","2.8815104961395264","2.8815104961395264","2.8815104961395264"
"4206","3.810546875","3.810546875","3.810546875","","","","3.4309897422790527","3.4309897422790527","3.4309897422790527","","",""
"4207","","","","4.8229169845581055","4.8229169845581055","4.8229169845581055","","","","2.857421875","2.857421875","2.857421875"
"4208","3.8274741172790527","3.8274741172790527","3.8274741172790527","4.831380367279053","4.831380367279053","4.831380367279053","3.388671875","3.388671875","3.388671875","2.904296875","2.904296875","2.904296875"
"4209","","","","","","","3.3697917461395264","3.3697917461395264","3.3697917461395264","","",""
"4210","3.83984375","3.83984375","3.83984375","4.884114742279053","4.884114742279053","4.884114742279053","3.35546875","3.35546875","3.35546875","2.939453125","2.939453125","2.939453125"
"4211","","","","","","","3.3190104961395264","3.3190104961395264","3.3190104961395264","","",""
"4212","","","","4.9518232345581055","4.9518232345581055","4.9518232345581055","3.328125","3.328125","3.328125","2.9479167461395264","2.9479167461395264","2.9479167461395264"
"4213","3.8541667461395264","3.8541667461395264","3.8541667461395264","4.938802242279053","4.938802242279053","4.938802242279053","3.306640625","3.306640625","3.306640625","2.919921875","2.919921875","2.919921875"
"4214","","","","4.953125","4.953125","4.953125","3.3229167461395264","3.3229167461395264","3.3229167461395264","","",""
"4215","3.91796875","3.91796875","3.91796875","4.991536617279053","4.991536617279053","4.991536617279053","","","","2.9303386211395264","2.9303386211395264","2.9303386211395264"
"4216","3.900390625","3.900390625","3.900390625","4.977864742279053","4.977864742279053","4.977864742279053","3.4420573711395264","3.4420573711395264","3.4420573711395264","","",""
"4217","3.884765625","3.884765625","3.884765625","4.977864742279053","4.977864742279053","4.977864742279053","","","","2.9817709922790527","2.9817709922790527","2.9817709922790527"
"4218","3.9140625","3.9140625","3.9140625","4.954427242279053","4.954427242279053","4.954427242279053","","","","2.98828125","2.98828125","2.98828125"
"4219","3.908203125","3.908203125","3.908203125","4.921875","4.921875","4.921875","","","","3.0071616172790527","3.0071616172790527","3.0071616172790527"
"4220","","","","5.003255367279053","5.003255367279053","5.003255367279053","3.3567709922790527","3.3567709922790527","3.3567709922790527","","",""
"4221","3.8567709922790527","3.8567709922790527","3.8567709922790527","4.98046875","4.98046875","4.98046875","3.3118491172790527","3.3118491172790527","3.3118491172790527","2.96875","2.96875","2.96875"
"4222","3.8828125","3.8828125","3.8828125","","","","3.283203125","3.283203125","3.283203125","","",""
"4223","","","","5.026692867279053","5.026692867279053","5.026692867279053","3.330078125","3.330078125","3.330078125","2.998046875","2.998046875","2.998046875"
"4224","3.9596354961395264","3.9596354961395264","3.9596354961395264","","","","","","","2.9518229961395264","2.9518229961395264","2.9518229961395264"
"4225","","","","5.0963544845581055","5.0963544845581055","5.0963544845581055","3.2903647422790527","3.2903647422790527","3.2903647422790527","2.98828125","2.98828125","2.98828125"
"4226","4.00390625","4.00390625","4.00390625","","","","3.2591147422790527","3.2591147422790527","3.2591147422790527","2.9609375","2.9609375","2.9609375"
"4227","4.0065107345581055","4.0065107345581055","4.0065107345581055","5.061849117279053","5.061849117279053","5.061849117279053","","","","","",""
"4228","4.017578125","4.017578125","4.017578125","5.072265625","5.072265625","5.072265625","","","","2.9283854961395264","2.9283854961395264","2.9283854961395264"
"4229","","","","","","","3.205078125","3.205078125","3.205078125","2.943359375","2.943359375","2.943359375"
"4230","3.998046875","3.998046875","3.998046875","","","","","","","","",""
"4231","4.0065107345581055","4.0065107345581055","4.0065107345581055","5.0078125","5.0078125","5.0078125","","","","2.9544272422790527","2.9544272422790527","2.9544272422790527"
"4232","","","","5.0240888595581055","5.0240888595581055","5.0240888595581055","3.2194011211395264","3.2194011211395264","3.2194011211395264","2.9680991172790527","2.9680991172790527","2.9680991172790527"
"4233","3.9993491172790527","3.9993491172790527","3.9993491172790527","5.052734375","5.052734375","5.052734375","3.1751303672790527","3.1751303672790527","3.1751303672790527","2.984375","2.984375","2.984375"
"4234","","","","5.060546875","5.060546875","5.060546875","3.1106772422790527","3.1106772422790527","3.1106772422790527","2.9680991172790527","2.9680991172790527","2.9680991172790527"
"4235","","","","5.04296875","5.04296875","5.04296875","","","","2.9485678672790527","2.9485678672790527","2.9485678672790527"
"4236","","","","5.08984375","5.08984375","5.08984375","3.0807292461395264","3.0807292461395264","3.0807292461395264","2.9602866172790527","2.9602866172790527","2.9602866172790527"
"4237","4.037109375","4.037109375","4.037109375","5.087890625","5.087890625","5.087890625","3.095703125","3.095703125","3.095703125","2.9615886211395264","2.9615886211395264","2.9615886211395264"
"4238","4.0006513595581055","4.0006513595581055","4.0006513595581055","5.11328125","5.11328125","5.11328125","3.0755209922790527","3.0755209922790527","3.0755209922790527","","",""
"4239","3.9654948711395264","3.9654948711395264","3.9654948711395264","5.069661617279053","5.069661617279053","5.069661617279053","3.0533854961395264","3.0533854961395264","3.0533854961395264","2.9036459922790527","2.9036459922790527","2.9036459922790527"
"4240","","","","5.044270992279053","5.044270992279053","5.044270992279053","3.0364584922790527","3.0364584922790527","3.0364584922790527","","",""
"4241","3.9557292461395264","3.9557292461395264","3.9557292461395264","5.00390625","5.00390625","5.00390625","3.009765625","3.009765625","3.009765625","","",""
"4242","3.9537761211395264","3.9537761211395264","3.9537761211395264","4.968099117279053","4.968099117279053","4.968099117279053","","","","","",""
"4243","3.916015625","3.916015625","3.916015625","4.923828125","4.923828125","4.923828125","3.0208334922790527","3.0208334922790527","3.0208334922790527","2.8932292461395264","2.8932292461395264","2.8932292461395264"
"4244","","","","4.8717451095581055","4.8717451095581055","4.8717451095581055","3.04296875","3.04296875","3.04296875","2.865234375","2.865234375","2.865234375"
"4245","3.859375","3.859375","3.859375","4.79296875","4.79296875","4.79296875","3.0338542461395264","3.0338542461395264","3.0338542461395264","2.8522136211395264","2.8522136211395264","2.8522136211395264"
"4246","3.8326823711395264","3.8326823711395264","3.8326823711395264","4.81640625","4.81640625","4.81640625","3.0748698711395264","3.0748698711395264","3.0748698711395264","2.857421875","2.857421875","2.857421875"
"4247","","","","","","","3.0826823711395264","3.0826823711395264","3.0826823711395264","2.8587241172790527","2.8587241172790527","2.8587241172790527"
"4248","3.83203125","3.83203125","3.83203125","4.839192867279053","4.839192867279053","4.839192867279053","3.0677084922790527","3.0677084922790527","3.0677084922790527","2.8509116172790527","2.8509116172790527","2.8509116172790527"
"4249","","","","4.865234375","4.865234375","4.865234375","3.0299479961395264","3.0299479961395264","3.0299479961395264","2.814453125","2.814453125","2.814453125"
"4250","3.8313803672790527","3.8313803672790527","3.8313803672790527","4.882161617279053","4.882161617279053","4.882161617279053","3.0403647422790527","3.0403647422790527","3.0403647422790527","2.8287761211395264","2.8287761211395264","2.8287761211395264"
"4251","","","","","","","","","","2.82421875","2.82421875","2.82421875"
"4252","3.857421875","3.857421875","3.857421875","4.93359375","4.93359375","4.93359375","3.0631511211395264","3.0631511211395264","3.0631511211395264","","",""
"4253","3.8444011211395264","3.8444011211395264","3.8444011211395264","4.9225263595581055","4.9225263595581055","4.9225263595581055","3.0592448711395264","3.0592448711395264","3.0592448711395264","","",""
"4254","3.8352866172790527","3.8352866172790527","3.8352866172790527","","","","3.0358073711395264","3.0358073711395264","3.0358073711395264","","",""
"4255","3.8411459922790527","3.8411459922790527","3.8411459922790527","","","","","","","","",""
"4256","3.853515625","3.853515625","3.853515625","","","","3.1022136211395264","3.1022136211395264","3.1022136211395264","2.8274741172790527","2.8274741172790527","2.8274741172790527"
"4257","3.845703125","3.845703125","3.845703125","5.011067867279053","5.011067867279053","5.011067867279053","","","","2.8352866172790527","2.8352866172790527","2.8352866172790527"
"4258","3.8990886211395264","3.8990886211395264","3.8990886211395264","5.013671875","5.013671875","5.013671875","3.08984375","3.08984375","3.08984375","2.8444011211395264","2.8444011211395264","2.8444011211395264"
"4259","3.8802084922790527","3.8802084922790527","3.8802084922790527","","","","3.064453125","3.064453125","3.064453125","2.875","2.875","2.875"
"4260","3.875","3.875","3.875","","","","","","","2.880859375","2.880859375","2.880859375"
"4261","3.8860678672790527","3.8860678672790527","3.8860678672790527","5.0709638595581055","5.0709638595581055","5.0709638595581055","2.9713542461395264","2.9713542461395264","2.9713542461395264","2.8548178672790527","2.8548178672790527","2.8548178672790527"
"4262","3.8671875","3.8671875","3.8671875","","","","","","","2.861328125","2.861328125","2.861328125"
"4263","","","","5.05078125","5.05078125","5.05078125","","","","2.8860678672790527","2.8860678672790527","2.8860678672790527"
"4264","3.8216147422790527","3.8216147422790527","3.8216147422790527","5.065755367279053","5.065755367279053","5.065755367279053","3.029296875","3.029296875","3.029296875","2.923828125","2.923828125","2.923828125"
"4265","","","","5.0592451095581055","5.0592451095581055","5.0592451095581055","3.017578125","3.017578125","3.017578125","2.8912761211395264","2.8912761211395264","2.8912761211395264"
"4266","","","","5.0084638595581055","5.0084638595581055","5.0084638595581055","","","","2.8815104961395264","2.8815104961395264","2.8815104961395264"
"4267","3.7493491172790527","3.7493491172790527","3.7493491172790527","5.0084638595581055","5.0084638595581055","5.0084638595581055","","","","2.8509116172790527","2.8509116172790527","2.8509116172790527"
"4268","3.7356772422790527","3.7356772422790527","3.7356772422790527","5.0026044845581055","5.0026044845581055","5.0026044845581055","2.9811198711395264","2.9811198711395264","2.9811198711395264","","",""
"4269","","","","4.986328125","4.986328125","4.986328125","2.9954428672790527","2.9954428672790527","2.9954428672790527","2.8834636211395264","2.8834636211395264","2.8834636211395264"
"4270","3.7252604961395264","3.7252604961395264","3.7252604961395264","","","","3.009765625","3.009765625","3.009765625","2.8899741172790527","2.8899741172790527","2.8899741172790527"
"4271","3.71484375","3.71484375","3.71484375","","","","3.0364584922790527","3.0364584922790527","3.0364584922790527","2.8997397422790527","2.8997397422790527","2.8997397422790527"
"4272","","","","5.042317867279053","5.042317867279053","5.042317867279053","3.03125","3.03125","3.03125","","",""
"4273","","","","","","","3.0123698711395264","3.0123698711395264","3.0123698711395264","","",""
"4274","3.7194011211395264","3.7194011211395264","3.7194011211395264","5.149739742279053","5.149739742279053","5.149739742279053","","","","2.8802084922790527","2.8802084922790527","2.8802084922790527"
"4275","3.7584636211395264","3.7584636211395264","3.7584636211395264","5.145833492279053","5.145833492279053","5.145833492279053","3.0345053672790527","3.0345053672790527","3.0345053672790527","2.8958334922790527","2.8958334922790527","2.8958334922790527"
"4276","3.8196616172790527","3.8196616172790527","3.8196616172790527","5.1529951095581055","5.1529951095581055","5.1529951095581055","","","","2.8932292461395264","2.8932292461395264","2.8932292461395264"
"4277","3.8352866172790527","3.8352866172790527","3.8352866172790527","5.18359375","5.18359375","5.18359375","3.0221354961395264","3.0221354961395264","3.0221354961395264","2.888671875","2.888671875","2.888671875"
"4278","3.8372397422790527","3.8372397422790527","3.8372397422790527","5.205078125","5.205078125","5.205078125","3.017578125","3.017578125","3.017578125","","",""
"4279","","","","","","","2.9720053672790527","2.9720053672790527","2.9720053672790527","","",""
"4280","3.8255209922790527","3.8255209922790527","3.8255209922790527","5.268880367279053","5.268880367279053","5.268880367279053","2.9869792461395264","2.9869792461395264","2.9869792461395264","2.9303386211395264","2.9303386211395264","2.9303386211395264"
"4281","","","","5.290364742279053","5.290364742279053","5.290364742279053","3.0279948711395264","3.0279948711395264","3.0279948711395264","","",""
"4282","3.8138022422790527","3.8138022422790527","3.8138022422790527","5.319661617279053","5.319661617279053","5.319661617279053","3.037109375","3.037109375","3.037109375","2.9420573711395264","2.9420573711395264","2.9420573711395264"
"4283","","","","5.3639326095581055","5.3639326095581055","5.3639326095581055","3.0670573711395264","3.0670573711395264","3.0670573711395264","2.939453125","2.939453125","2.939453125"
"4284","3.7630209922790527","3.7630209922790527","3.7630209922790527","5.395833492279053","5.395833492279053","5.395833492279053","3.0397136211395264","3.0397136211395264","3.0397136211395264","","",""
"4285","3.7545573711395264","3.7545573711395264","3.7545573711395264","5.4401044845581055","5.4401044845581055","5.4401044845581055","3.03125","3.03125","3.03125","","",""
"4286","3.765625","3.765625","3.765625","","","","3.056640625","3.056640625","3.056640625","2.9889323711395264","2.9889323711395264","2.9889323711395264"
"4287","","","","","","","3.0559897422790527","3.0559897422790527","3.0559897422790527","2.9973959922790527","2.9973959922790527","2.9973959922790527"
"4288","3.759765625","3.759765625","3.759765625","5.5065107345581055","5.5065107345581055","5.5065107345581055","","","","2.986328125","2.986328125","2.986328125"
"4289","3.736328125","3.736328125","3.736328125","5.5201826095581055","5.5201826095581055","5.5201826095581055","3.0423178672790527","3.0423178672790527","3.0423178672790527","2.9973959922790527","2.9973959922790527","2.9973959922790527"
"4290","3.7493491172790527","3.7493491172790527","3.7493491172790527","5.5045576095581055","5.5045576095581055","5.5045576095581055","3.0559897422790527","3.0559897422790527","3.0559897422790527","3.04296875","3.04296875","3.04296875"
"4291","3.7395834922790527","3.7395834922790527","3.7395834922790527","5.456380367279053","5.456380367279053","5.456380367279053","","","","3.0494792461395264","3.0494792461395264","3.0494792461395264"
"4292","","","","","","","3.0403647422790527","3.0403647422790527","3.0403647422790527","3.0305991172790527","3.0305991172790527","3.0305991172790527"
"4293","3.7584636211395264","3.7584636211395264","3.7584636211395264","5.454427242279053","5.454427242279053","5.454427242279053","","","","3.0305991172790527","3.0305991172790527","3.0305991172790527"
"4294","3.75390625","3.75390625","3.75390625","5.513020992279053","5.513020992279053","5.513020992279053","2.9934897422790527","2.9934897422790527","2.9934897422790527","3.0455729961395264","3.0455729961395264","3.0455729961395264"
"4295","3.7838542461395264","3.7838542461395264","3.7838542461395264","5.530599117279053","5.530599117279053","5.530599117279053","2.998046875","2.998046875","2.998046875","3.052734375","3.052734375","3.052734375"
"4296","3.830078125","3.830078125","3.830078125","5.541015625","5.541015625","5.541015625","2.984375","2.984375","2.984375","3.0533854961395264","3.0533854961395264","3.0533854961395264"
"4297","","","","","","","2.9928386211395264","2.9928386211395264","2.9928386211395264","3.0546875","3.0546875","3.0546875"
"4298","3.80859375","3.80859375","3.80859375","5.5319013595581055","5.5319013595581055","5.5319013595581055","2.9869792461395264","2.9869792461395264","2.9869792461395264","","",""
"4299","3.8079428672790527","3.8079428672790527","3.8079428672790527","","","","2.9837241172790527","2.9837241172790527","2.9837241172790527","3.0546875","3.0546875","3.0546875"
"4300","3.82421875","3.82421875","3.82421875","5.5572919845581055","5.5572919845581055","5.5572919845581055","2.970703125","2.970703125","2.970703125","3.0559897422790527","3.0559897422790527","3.0559897422790527"
"4301","3.8053386211395264","3.8053386211395264","3.8053386211395264","5.5201826095581055","5.5201826095581055","5.5201826095581055","2.9537761211395264","2.9537761211395264","2.9537761211395264","3.06640625","3.06640625","3.06640625"
"4302","3.849609375","3.849609375","3.849609375","5.525390625","5.525390625","5.525390625","2.9700522422790527","2.9700522422790527","2.9700522422790527","3.0319011211395264","3.0319011211395264","3.0319011211395264"
"4303","","","","","","","2.9739584922790527","2.9739584922790527","2.9739584922790527","3.0481772422790527","3.0481772422790527","3.0481772422790527"
